vin,create_time,start_lat,start_lon,end_lat,end_lon
LW433B128P1637669,2025-05-20 08:35:06.412,40.03700277777778,116.31523861111113,40.04904,116.259961
LW433B128P1637669,2025-05-20 10:05:57.338,40.04887111111111,116.25926194444445,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-21 02:13:19.944,40.03080111111111,116.31889083333331,40.010969,116.408449
LW433B128P1637669,2025-05-21 04:37:51.449,40.01506388888889,116.40935388888887,39.999763,116.419605
LW433B128P1637669,2025-05-21 06:27:16.351,39.99964611111111,116.41985,39.887808,116.497457
LW433B128P1637669,2025-05-21 12:38:42.638,39.889001666666665,116.49644083333334,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-22 08:27:51.920,40.036814722222225,116.33223583333331,40.034013,116.409356
LW433B128P1637669,2025-05-22 09:26:51.237,40.033519166666665,116.40898805555555,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-23 02:51:39.064,40.031011666666664,116.31908,39.919309,116.359076
LW433B128P1637669,2025-05-23 02:56:01.502,40.03023666666667,116.31737861111112,39.923199,116.354879
LW433B128P1637669,2025-05-23 02:56:11.849,40.03023666666667,116.31737861111112,39.923199,116.354879
LW433B128P1637669,2025-05-23 04:24:12.238,39.923185833333335,116.35469472222222,39.846151,118.406543
LW433B128P1637669,2025-05-23 06:51:51.160,39.79616,118.183605,39.672643,119.319421
LW433B128P1637669,2025-05-23 07:02:20.643,39.79616,118.183605,39.672643,119.319421
LW433B128P1637669,2025-05-24 01:00:03.976,39.67035194444444,119.31944777777778,39.649032,119.308679
LW433B128P1637669,2025-05-24 02:30:41.146,39.64803972222222,119.30725472222224,39.651972,119.318237
LW433B128P1637669,2025-05-24 03:22:14.439,39.670185833333335,119.31938194444444,39.938585,119.600776
LW433B128P1637669,2025-05-24 07:02:01.229,39.93812,119.60035305555556,39.674723,119.319329
LW433B128P1637669,2025-05-24 10:26:15.413,39.67464638888889,119.32008194444444,39.67505,119.31638
LW433B128P1637669,2025-05-25 02:04:27.329,39.67116444444444,119.3175875,39.651972,119.318237
LW433B128P1637669,2025-05-25 06:35:11.858,39.674435,119.31918694444444,39.763474,117.793268
LW433B128P1637669,2025-05-25 06:41:36.862,39.671168888888886,119.31678305555556,39.764303,117.792764
LW433B128P1637669,2025-05-25 09:38:53.442,39.76429611111111,117.79271194444443,39.890047,116.488051
LW433B128P1637669,2025-05-25 12:50:05.200,39.89008305555556,116.48855305555556,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-26 02:27:33.581,40.03211,116.31703416666667,39.991922,116.339336
LW433B128P1637669,2025-05-26 03:49:40.331,39.99115805555556,116.33966111111113,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-27 03:18:50.203,40.031423333333336,116.29808527777776,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-27 13:57:01.311,40.03100888888889,116.31907722222222,39.999094,116.340419
LW433B128P1637669,2025-05-27 14:20:16.549,39.99841722222222,116.34162472222222,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-28 06:47:37.415,40.03058638888889,116.31776388888888,39.970209,116.295479
LW433B128P1637669,2025-05-28 07:54:58.270,39.97029,116.29562111111112,39.87298215778481,116.50294885039328
LW433B128P1637669,2025-05-28 10:31:43.778,39.872816944444445,116.50298805555556,39.934585,116.453549
LW433B128P1637669,2025-05-28 10:38:39.439,39.872816944444445,116.50298805555556,39.93447,116.453455
LW433B128P1637669,2025-05-28 13:47:23.324,39.93529861111111,116.45508305555556,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-29 12:06:07.221,40.0306,116.31782583333332,40.130847,117.11241
LW433B128P1637669,2025-05-29 12:10:24.928,40.03619166666667,116.32250305555556,40.047451,116.336939
LW433B128P1637669,2025-05-29 13:10:16.337,40.04678111111111,116.3368661111111,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-30 01:53:13.832,40.03077777777778,116.31884111111113,39.969406,116.490608
LW433B128P1637669,2025-05-30 05:04:49.680,39.96844194444444,116.49117611111112,39.980465,116.494313
LW433B128P1637669,2025-05-30 06:28:04.671,39.981705,116.49386611111112,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-30 09:47:36.659,40.03087694444445,116.31908,39.930371,116.309684
LW433B128P1637669,2025-05-30 11:40:48.473,39.93127472222222,116.30709722222224,39.930371,116.309684
LW433B128P1637669,2025-05-30 12:57:21.648,39.93147888888889,116.3064611111111,39.99373,116.384199
LW433B128P1637669,2025-05-30 14:22:04.047,39.993834444444445,116.38442638888888,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-05-31 03:01:40.573,40.03619777777778,116.30885638888888,40.036817,116.21386
LW433B128P1637669,2025-05-31 03:07:15.627,40.033990277777775,116.2928725,40.032637,116.27252
LW433B128P1637669,2025-05-31 03:12:50.238,40.03190277777778,116.27009972222224,40.036817,116.21386
LW433B128P1637669,2025-05-31 03:14:38.199,40.03112472222222,116.26640916666666,40.036817,116.21386
LW433B128P1637669,2025-05-31 08:46:54.538,40.037822222222225,116.21488555555555,39.931469,116.111959
LW433B128P1637669,2025-05-31 13:27:00.488,39.93913,116.09945388888887,40.0307434216212,116.31886482238764
LW433B128P1637669,2025-06-01 02:35:26.967,40.030988055555554,116.31903944444444,39.978335,116.315277
LW433B128P1637669,2025-06-01 02:50:18.547,40.00519722222222,116.315225,39.981079,116.315909
LW433B128P1637669,2025-06-01 03:25:24.798,39.98113305555555,116.31559111111112,39.949336,116.475944
